scientific_name,chinese_name,matched_scientific_name,inaturalist_taxon_id,rank,record_count,iconic_taxon_name,taxon_kingdom_name,taxon_class_name,taxon_family_name,taxon_genus_name,observations_count,source,error,queried_at
Polyscias guilfoylei,,,,,22,Plantae,Plantae,Magnoliopsida,Araliaceae,Polyscias,,,,
Polyscias scutellaria,,,,,17,Plantae,Plantae,Magnoliopsida,Araliaceae,Polyscias,,,,
Polyspora axillaris,,,,,4,Plantae,Plantae,Magnoliopsida,Theaceae,Polyspora,,,,
Polyura athamas,,,,,1,Insecta,Animalia,Insecta,Nymphalidae,Polyura,,,,
Pomacea canaliculata,,,,,12,Mollusca,Animalia,Gastropoda,Ampullariidae,Pomacea,,,,
Pomacea maculata,,,,,3,Mollusca,Animalia,Gastropoda,Ampullariidae,Pomacea,,,,
Pongamia pinnata,,,,,32,Plantae,Plantae,Magnoliopsida,Fabaceae,Pongamia,,,,
Pontederia cordata,梭鱼草,Pontederia cordata,52599,species,69,Plantae,Plantae,Liliopsida,Pontederiaceae,Pontederia,49082,iNaturalist,,2026-06-16T19:06:01
Pontederia crassipes,,,,,43,Plantae,Plantae,Liliopsida,Pontederiaceae,Pontederia,,,,
Pontederia vaginalis,,,,,3,Plantae,Plantae,Liliopsida,Pontederiaceae,Pontederia,,,,
Pontoscolex corethrurus,,,,,1,Animalia,Animalia,Clitellata,Rhinodrilidae,Pontoscolex,,,,
Popillia mutans,,,,,1,Insecta,Animalia,Insecta,Scarabaeidae,Popillia,,,,
Porcellio laevis,,,,,1,Animalia,Animalia,Malacostraca,Porcellionidae,Porcellio,,,,
Porcellionides floria,,,,,1,Animalia,Animalia,Malacostraca,Porcellionidae,Porcellionides,,,,
Porcellionides pruinosus,,,,,3,Animalia,Animalia,Malacostraca,Porcellionidae,Porcellionides,,,,
Porpita porpita,,,,,3,Animalia,Animalia,Hydrozoa,Porpitidae,Porpita,,,,
Portulaca grandiflora,,,,,2,Plantae,Plantae,Magnoliopsida,Portulacaceae,Portulaca,,,,
Portulaca oleracea,马齿苋,Portulaca oleracea,58991,species,77,Plantae,Plantae,Magnoliopsida,Portulacaceae,Portulaca,67725,iNaturalist,,2026-06-16T19:05:37
Portulaca pilosa,,,,,4,Plantae,Plantae,Magnoliopsida,Portulacaceae,Portulaca,,,,
Portulaca umbraticola,,,,,5,Plantae,Plantae,Magnoliopsida,Portulacaceae,Portulaca,,,,
Portulacaria afra,,,,,5,Plantae,Plantae,Magnoliopsida,Didiereaceae,Portulacaria,,,,
Portunus trituberculatus,,,,,1,Animalia,Animalia,Malacostraca,Portunidae,Portunus,,,,
Potamogeton crispus,,,,,2,Plantae,Plantae,Liliopsida,Potamogetonaceae,Potamogeton,,,,
Potentilla hebiichigo,,,,,13,Plantae,Plantae,Magnoliopsida,Rosaceae,Potentilla,,,,
Potentilla indica,,,,,3,Plantae,Plantae,Magnoliopsida,Rosaceae,Potentilla,,,,
Potentilla kleiniana,,,,,1,Plantae,Plantae,Magnoliopsida,Rosaceae,Potentilla,,,,
Pothos chinensis,,,,,2,Plantae,Plantae,Liliopsida,Araceae,Pothos,,,,
Pothyne variegata,,,,,1,Insecta,Animalia,Insecta,Cerambycidae,Pothyne,,,,
Pouteria campechiana,,,,,1,Plantae,Plantae,Magnoliopsida,Sapotaceae,Pouteria,,,,
Pouzolzia zeylanica,,,,,44,Plantae,Plantae,Magnoliopsida,Urticaceae,Pouzolzia,,,,
Praxelis clematidea,假臭草,Praxelis clematidea,326106,species,55,Plantae,Plantae,Magnoliopsida,Asteraceae,Praxelis,8042,iNaturalist,,2026-06-16T19:09:47
Premna microphylla,,,,,1,Plantae,Plantae,Magnoliopsida,Lamiaceae,Premna,,,,
Premna serratifolia,,,,,3,Plantae,Plantae,Magnoliopsida,Lamiaceae,Premna,,,,
Primulina dryas,,,,,1,Plantae,Plantae,Magnoliopsida,Gesneriaceae,Primulina,,,,
Prinia flaviventris,,,,,4,Aves,Animalia,Aves,Cisticolidae,Prinia,,,,
Prinia inornata,,,,,17,Aves,Animalia,Aves,Cisticolidae,Prinia,,,,
Prionotes cerinthoides,,,,,1,Plantae,Plantae,Magnoliopsida,Ericaceae,Prionotes,,,,
Pristomyrmex punctatus,,,,,7,Insecta,Animalia,Insecta,Formicidae,Pristomyrmex,,,,
Procris repens,,,,,1,Plantae,Plantae,Magnoliopsida,Urticaceae,Procris,,,,
Prodasineura autumnalis,,,,,19,Insecta,Animalia,Insecta,Platycnemididae,Prodasineura,,,,
Progonia oileusalis,,,,,1,Insecta,Animalia,Insecta,Erebidae,Progonia,,,,
Propylea japonica,,,,,7,Insecta,Animalia,Insecta,Coccinellidae,Propylea,,,,
Proreus simulans,,,,,2,Insecta,Animalia,Insecta,Chelisochidae,Proreus,,,,
Prosopis cineraria,,,,,1,Plantae,Plantae,Magnoliopsida,Fabaceae,Prosopis,,,,
Prosopochrysa vitripennis,,,,,6,Insecta,Animalia,Insecta,Stratiomyidae,Prosopochrysa,,,,
Prosoponoides sinense,,,,,1,Arachnida,Animalia,Arachnida,Linyphiidae,Prosoponoides,,,,
Prosotas dubiosa,,,,,34,Insecta,Animalia,Insecta,Lycaenidae,Prosotas,,,,
Prosotas nora,,,,,4,Insecta,Animalia,Insecta,Lycaenidae,Prosotas,,,,
Prosthechea ochracea,,,,,1,Plantae,Plantae,Liliopsida,Orchidaceae,Prosthechea,,,,
Protaetia fusca,,,,,1,Insecta,Animalia,Insecta,Scarabaeidae,Protaetia,,,,
Protaetia orientalis,,,,,6,Insecta,Animalia,Insecta,Scarabaeidae,Protaetia,,,,
Protosticta beaumonti,,,,,1,Insecta,Animalia,Insecta,Platystictidae,Protosticta,,,,
Prunus amygdalus,,,,,3,Plantae,Plantae,Magnoliopsida,Rosaceae,Prunus,,,,
Prunus campanulata,钟花樱桃,Prunus campanulata,199339,species,136,Plantae,Plantae,Magnoliopsida,Rosaceae,Prunus,10979,iNaturalist,,2026-06-16T19:03:48
Prunus cerasoides,,,,,2,Plantae,Plantae,Magnoliopsida,Rosaceae,Prunus,,,,
Prunus mume,,,,,5,Plantae,Plantae,Magnoliopsida,Rosaceae,Prunus,,,,
Prunus persica,,,,,19,Plantae,Plantae,Magnoliopsida,Rosaceae,Prunus,,,,
Prunus phaeosticta,,,,,1,Plantae,Plantae,Magnoliopsida,Rosaceae,Prunus,,,,
Prunus salicina,,,,,1,Plantae,Plantae,Magnoliopsida,Rosaceae,Prunus,,,,
Prunus sargentii,,,,,2,Plantae,Plantae,Magnoliopsida,Rosaceae,Prunus,,,,
Prunus serrulata,,,,,31,Plantae,Plantae,Magnoliopsida,Rosaceae,Prunus,,,,
Prunus yunnanensis,,,,,1,Plantae,Plantae,Magnoliopsida,Rosaceae,Prunus,,,,
Psamatodes abydata,,,,,2,Insecta,Animalia,Insecta,Geometridae,Psamatodes,,,,
Psammodynastes pulverulentus,,,,,5,Reptilia,Animalia,Reptilia,Psammodynastidae,Psammodynastes,,,,
Pselliophora bifascipennis,,,,,1,Insecta,Animalia,Insecta,Tipulidae,Pselliophora,,,,
Pseudagrion microcephalum,,,,,8,Insecta,Animalia,Insecta,Coenagrionidae,Pseudagrion,,,,
Pseudanomodon attenuatus,,,,,1,Plantae,Plantae,Bryopsida,Neckeraceae,Pseudanomodon,,,,
Pseudemys nelsoni,,,,,7,Reptilia,Animalia,Reptilia,Emydidae,Pseudemys,,,,
Pseudemys peninsularis,,,,,1,Reptilia,Animalia,Reptilia,Emydidae,Pseudemys,,,,
Pseuderanthemum laxiflorum,,,,,4,Plantae,Plantae,Magnoliopsida,Acanthaceae,Pseuderanthemum,,,,
Pseudobombax septenatum,,,,,3,Plantae,Plantae,Magnoliopsida,Malvaceae,Pseudobombax,,,,
Pseudocoladenia dan,,,,,1,Insecta,Animalia,Insecta,Hesperiidae,Pseudocoladenia,,,,
Pseudoconyza viscosa,,,,,1,Plantae,Plantae,Magnoliopsida,Asteraceae,Pseudoconyza,,,,
Pseudocopera ciliata,,,,,2,Insecta,Animalia,Insecta,Platycnemididae,Pseudocopera,,,,
Pseudogagrella splendens,,,,,5,Arachnida,Animalia,Arachnida,Sclerosomatidae,Pseudogagrella,,,,
Pseudogastromyzon myersi,,,,,3,Actinopterygii,Animalia,Actinopterygii,Gastromyzontidae,Pseudogastromyzon,,,,
Pseudogobius poicilosoma,,,,,1,Actinopterygii,Animalia,Actinopterygii,Oxudercidae,Pseudogobius,,,,
Pseudoneoponera rufipes,,,,,7,Insecta,Animalia,Insecta,Formicidae,Pseudoneoponera,,,,
Pseudorasbora parva,,,,,2,Actinopterygii,Animalia,Actinopterygii,Gobionidae,Pseudorasbora,,,,
Pseudosasa japonica,,,,,5,Plantae,Plantae,Liliopsida,Poaceae,Pseudosasa,,,,
Pseudoterinaea bicoloripes,,,,,2,Insecta,Animalia,Insecta,Cerambycidae,Pseudoterinaea,,,,
Pseudothemis zonata,,,,,37,Insecta,Animalia,Insecta,Libellulidae,Pseudothemis,,,,
Pseudoxya diminuta,,,,,7,Insecta,Animalia,Insecta,Acrididae,Pseudoxya,,,,
Pseudozizeeria maha,酢浆灰蝶,Pseudozizeeria maha,145642,species,63,Insecta,Animalia,Insecta,Lycaenidae,Pseudozizeeria,23840,iNaturalist,,2026-06-16T19:06:25
Psidium cattleyanum,,,,,1,Plantae,Plantae,Magnoliopsida,Myrtaceae,Psidium,,,,
Psidium guajava,,,,,13,Plantae,Plantae,Magnoliopsida,Myrtaceae,Psidium,,,,
Psilotum complanatum,,,,,1,Plantae,Plantae,Polypodiopsida,Psilotaceae,Psilotum,,,,
Psilotum nudum,,,,,24,Plantae,Plantae,Polypodiopsida,Psilotaceae,Psilotum,,,,
Psittacus erithacus,,,,,1,Aves,Animalia,Aves,Psittacidae,Psittacus,,,,
Psychoda alternata,,,,,3,Insecta,Animalia,Insecta,Psychodidae,Psychoda,,,,
Psychotria asiatica,九节,Psychotria asiatica,427363,species,94,Plantae,Plantae,Magnoliopsida,Rubiaceae,Psychotria,8459,iNaturalist,,2026-06-16T19:04:58
Psychotria capensis,,,,,2,Plantae,Plantae,Magnoliopsida,Rubiaceae,Psychotria,,,,
Psychotria nervosa,,,,,2,Plantae,Plantae,Magnoliopsida,Rubiaceae,Psychotria,,,,
Psychotria serpens,蔓九节,Psychotria serpens,425191,species,119,Plantae,Plantae,Magnoliopsida,Rubiaceae,Psychotria,5005,iNaturalist,,2026-06-16T19:04:10
Psychotria tenuifolia,,,,,1,Plantae,Plantae,Magnoliopsida,Rubiaceae,Psychotria,,,,
Psyllobora vigintimaculata,,,,,4,Insecta,Animalia,Insecta,Coccinellidae,Psyllobora,,,,
Ptecticus aurifer,,,,,5,Insecta,Animalia,Insecta,Stratiomyidae,Ptecticus,,,,
Pteridium aquilinum,,,,,1,Plantae,Plantae,Polypodiopsida,Dennstaedtiaceae,Pteridium,,,,
Pteris biaurita,,,,,1,Plantae,Plantae,Polypodiopsida,Pteridaceae,Pteris,,,,
Pteris cretica,,,,,7,Plantae,Plantae,Polypodiopsida,Pteridaceae,Pteris,,,,
Pteris dispar,,,,,2,Plantae,Plantae,Polypodiopsida,Pteridaceae,Pteris,,,,
Pteris ensiformis,剑叶凤尾蕨,Pteris ensiformis,167539,species,148,Plantae,Plantae,Polypodiopsida,Pteridaceae,Pteris,6989,iNaturalist,,2026-06-16T19:03:34
Pteris fauriei,,,,,8,Plantae,Plantae,Polypodiopsida,Pteridaceae,Pteris,,,,
Pteris grevilleana,,,,,1,Plantae,Plantae,Polypodiopsida,Pteridaceae,Pteris,,,,
Pteris longipinna,,,,,1,Plantae,Plantae,Polypodiopsida,Pteridaceae,Pteris,,,,
Pteris multifida,井栏边草,Pteris multifida,82165,species,60,Plantae,Plantae,Polypodiopsida,Pteridaceae,Pteris,4310,iNaturalist,,2026-06-16T19:06:31
Pteris semipinnata,半边旗,Pteris semipinnata,426520,species,71,Plantae,Plantae,Polypodiopsida,Pteridaceae,Pteris,4631,iNaturalist,,2026-06-16T19:05:55
Pteris terminalis,,,,,1,Plantae,Plantae,Polypodiopsida,Pteridaceae,Pteris,,,,
Pteris vittata,蜈蚣草,Pteris vittata,57636,species,148,Plantae,Plantae,Polypodiopsida,Pteridaceae,Pteris,16076,iNaturalist,,2026-06-16T19:03:36
Pterocarpus indicus,,,,,11,Plantae,Plantae,Magnoliopsida,Fabaceae,Pterocarpus,,,,
Pterocarpus officinalis,,,,,1,Plantae,Plantae,Magnoliopsida,Fabaceae,Pterocarpus,,,,
Pterocarya stenoptera,,,,,3,Plantae,Plantae,Magnoliopsida,Juglandaceae,Pterocarya,,,,
Pterolepis glomerata,,,,,1,Plantae,Plantae,Magnoliopsida,Melastomataceae,Pterolepis,,,,
Pterolophia annulata,,,,,4,Insecta,Animalia,Insecta,Cerambycidae,Pterolophia,,,,
Pterophyllum scalare,,,,,3,Actinopterygii,Animalia,Actinopterygii,Cichlidae,Pterophyllum,,,,
Pterorhinus chinensis,,,,,4,Aves,Animalia,Aves,Leiothrichidae,Pterorhinus,,,,
Pterorhinus pectoralis,,,,,3,Aves,Animalia,Aves,Leiothrichidae,Pterorhinus,,,,
Pterorhinus perspicillatus,黑脸噪鹛,Pterorhinus perspicillatus,1289400,species,77,Aves,Animalia,Aves,Leiothrichidae,Pterorhinus,4851,iNaturalist,,2026-06-16T19:05:39
Pterorhinus sannio,,,,,1,Aves,Animalia,Aves,Leiothrichidae,Pterorhinus,,,,
Pterospermum acerifolium,,,,,17,Plantae,Plantae,Magnoliopsida,Malvaceae,Pterospermum,,,,
Pterospermum heterophyllum,,,,,6,Plantae,Plantae,Magnoliopsida,Malvaceae,Pterospermum,,,,
Pterospermum niveum,,,,,6,Plantae,Plantae,Magnoliopsida,Malvaceae,Pterospermum,,,,
Pterygoplichthys gibbiceps,,,,,1,Actinopterygii,Animalia,Actinopterygii,Loricariidae,Pterygoplichthys,,,,
Ptilomera tigrina,,,,,2,Insecta,Animalia,Insecta,Gerridae,Ptilomera,,,,
Ptocasius strupifer,,,,,2,Arachnida,Animalia,Arachnida,Salticidae,Ptocasius,,,,
Ptyas major,,,,,1,Reptilia,Animalia,Reptilia,Colubridae,Ptyas,,,,
Ptyas mucosa,,,,,1,Reptilia,Animalia,Reptilia,Colubridae,Ptyas,,,,
Ptychosperma propinquum,,,,,12,Plantae,Plantae,Liliopsida,Arecaceae,Ptychosperma,,,,
Ptychostomum capillare,,,,,1,Plantae,Plantae,Bryopsida,Bryaceae,Ptychostomum,,,,
Ptychostomum imbricatulum,,,,,5,Plantae,Plantae,Bryopsida,Bryaceae,Ptychostomum,,,,
Pueraria montana,,,,,11,Plantae,Plantae,Magnoliopsida,Fabaceae,Pueraria,,,,
Punctularia atropurpurascens,,,,,1,Fungi,Fungi,Agaricomycetes,Corticiaceae,Punctularia,,,,
Punica granatum,,,,,12,Plantae,Plantae,Magnoliopsida,Lythraceae,Punica,,,,
Pycnarmon cribrata,,,,,1,Insecta,Animalia,Insecta,Crambidae,Pycnarmon,,,,
Pycnonotus aurigaster,,,,,30,Aves,Animalia,Aves,Pycnonotidae,Pycnonotus,,,,
Pycnonotus jocosus,红耳鹎,Pycnonotus jocosus,14591,species,464,Aves,Animalia,Aves,Pycnonotidae,Pycnonotus,26069,iNaturalist,,2026-06-16T19:02:44
Pycnonotus leucotis,,,,,2,Aves,Animalia,Aves,Pycnonotidae,Pycnonotus,,,,
Pycnonotus sinensis,白头鹎,Pycnonotus sinensis,14621,species,398,Aves,Animalia,Aves,Pycnonotidae,Pycnonotus,25789,iNaturalist,,2026-06-16T19:02:46
Pycnoporellus fulgens,,,,,1,Fungi,Fungi,Agaricomycetes,Fomitopsidaceae,Pycnoporellus,,,,
Pycnoscelus indicus,,,,,21,Insecta,Animalia,Insecta,Blaberidae,Pycnoscelus,,,,
Pycnoscelus surinamensis,,,,,6,Insecta,Animalia,Insecta,Blaberidae,Pycnoscelus,,,,
Pyracantha crenulata,,,,,3,Plantae,Plantae,Magnoliopsida,Rosaceae,Pyracantha,,,,
Pyracantha koidzumii,,,,,1,Plantae,Plantae,Magnoliopsida,Rosaceae,Pyracantha,,,,
Pyralis manihotalis,,,,,2,Insecta,Animalia,Insecta,Pyralidae,Pyralis,,,,
Pyrocoelia analis,,,,,8,Insecta,Animalia,Insecta,Lampyridae,Pyrocoelia,,,,
Pyrops candelaria,,,,,36,Insecta,Animalia,Insecta,Fulgoridae,Pyrops,,,,
Pyrostegia venusta,,,,,17,Plantae,Plantae,Magnoliopsida,Bignoniaceae,Pyrostegia,,,,
Pyrrosia adnascens,贴生石韦,Pyrrosia adnascens,447521,species,114,Plantae,Plantae,Polypodiopsida,Polypodiaceae,Pyrrosia,1333,iNaturalist,,2026-06-16T19:04:16
Pyrrosia lanceolata,,,,,34,Plantae,Plantae,Polypodiopsida,Polypodiaceae,Pyrrosia,,,,
Pyrrosia lingua,,,,,2,Plantae,Plantae,Polypodiopsida,Polypodiaceae,Pyrrosia,,,,
Pyrrosia piloselloides,,,,,2,Plantae,Plantae,Polypodiopsida,Polypodiaceae,Pyrrosia,,,,
Pyrus calleryana,,,,,3,Plantae,Plantae,Magnoliopsida,Rosaceae,Pyrus,,,,
Pyrus pyrifolia,,,,,2,Plantae,Plantae,Magnoliopsida,Rosaceae,Pyrus,,,,
Python regius,,,,,1,Reptilia,Animalia,Reptilia,Pythonidae,Python,,,,
Pyxine subcinerea,,,,,12,Fungi,Fungi,Lecanoromycetes,Caliciaceae,Pyxine,,,,
Quadrastichus erythrinae,,,,,1,Insecta,Animalia,Insecta,Eulophidae,Quadrastichus,,,,
Quercus championii,,,,,1,Plantae,Plantae,Magnoliopsida,Fagaceae,Quercus,,,,
Quercus muehlenbergii,,,,,2,Plantae,Plantae,Magnoliopsida,Fagaceae,Quercus,,,,
Quercus myrsinifolia,,,,,8,Plantae,Plantae,Magnoliopsida,Fagaceae,Quercus,,,,
Racopilum cuspidigerum,,,,,8,Plantae,Plantae,Bryopsida,Racopilaceae,Racopilum,,,,
Racotis boarmiaria,,,,,4,Insecta,Animalia,Insecta,Geometridae,Racotis,,,,
Radermachera hainanensis,,,,,17,Plantae,Plantae,Magnoliopsida,Bignoniaceae,Radermachera,,,,
Radermachera sinica,,,,,2,Plantae,Plantae,Magnoliopsida,Bignoniaceae,Radermachera,,,,
Raivuna patruelis,,,,,1,Insecta,Animalia,Insecta,Dictyopharidae,Raivuna,,,,
Ramulus caii,,,,,1,Insecta,Animalia,Insecta,Phasmatidae,Ramulus,,,,
Ranunculus asiaticus,,,,,1,Plantae,Plantae,Magnoliopsida,Ranunculaceae,Ranunculus,,,,
Ranunculus sceleratus,,,,,3,Plantae,Plantae,Magnoliopsida,Ranunculaceae,Ranunculus,,,,
Rapala manea,,,,,2,Insecta,Animalia,Insecta,Lycaenidae,Rapala,,,,
Rathouisia sinensis,,,,,1,Mollusca,Animalia,Gastropoda,Rathouisiidae,Rathouisia,,,,
Rattus andamanensis,,,,,1,Mammalia,Animalia,Mammalia,Muridae,Rattus,,,,
Rattus norvegicus,,,,,7,Mammalia,Animalia,Mammalia,Muridae,Rattus,,,,
Rattus rattus,,,,,2,Mammalia,Animalia,Mammalia,Muridae,Rattus,,,,
Rattus tanezumi,,,,,8,Mammalia,Animalia,Mammalia,Muridae,Rattus,,,,
Rauvolfia serpentina,,,,,1,Plantae,Plantae,Magnoliopsida,Apocynaceae,Rauvolfia,,,,
Rauvolfia tetraphylla,,,,,2,Plantae,Plantae,Magnoliopsida,Apocynaceae,Rauvolfia,,,,
Rauvolfia verticillata,,,,,3,Plantae,Plantae,Magnoliopsida,Apocynaceae,Rauvolfia,,,,
Ravenala madagascariensis,旅人蕉,Ravenala madagascariensis,1311723,species,58,Plantae,Plantae,Liliopsida,Strelitziaceae,Ravenala,4492,iNaturalist,,2026-06-16T19:09:15
Recurvirostra avosetta,,,,,6,Aves,Animalia,Aves,Recurvirostridae,Recurvirostra,,,,
Reevesia formosana,,,,,1,Plantae,Plantae,Magnoliopsida,Malvaceae,Reevesia,,,,
Reevesia thyrsoidea,,,,,10,Plantae,Plantae,Magnoliopsida,Malvaceae,Reevesia,,,,
Regiscolia azurea,,,,,2,Insecta,Animalia,Insecta,Scoliidae,Regiscolia,,,,
Rehimena phrynealis,,,,,2,Insecta,Animalia,Insecta,Crambidae,Rehimena,,,,
Reholttumia truncata,,,,,1,Plantae,Plantae,Polypodiopsida,Thelypteridaceae,Reholttumia,,,,
Reinwardtia indica,,,,,1,Plantae,Plantae,Magnoliopsida,Linaceae,Reinwardtia,,,,
Remelana jangala,,,,,1,Insecta,Animalia,Insecta,Lycaenidae,Remelana,,,,
Reticularia lycoperdon,,,,,1,Protozoa,Protozoa,Myxomycetes,Reticulariaceae,Reticularia,,,,
Reynoutria multiflora,,,,,2,Plantae,Plantae,Magnoliopsida,Polygonaceae,Reynoutria,,,,
Rhabdosargus sarba,,,,,1,Actinopterygii,Animalia,Actinopterygii,Sparidae,Rhabdosargus,,,,
Rhagadotarsus kraepelini,,,,,3,Insecta,Animalia,Insecta,Gerridae,Rhagadotarsus,,,,
Rhaphidophora hongkongensis,,,,,3,Plantae,Plantae,Liliopsida,Araceae,Rhaphidophora,,,,
Rhaphiolepis indica,石斑木,Rhaphiolepis indica,179305,species,106,Plantae,Plantae,Magnoliopsida,Rosaceae,Rhaphiolepis,20113,iNaturalist,,2026-06-16T19:04:26
Rhaphiolepis umbellata,,,,,2,Plantae,Plantae,Magnoliopsida,Rosaceae,Rhaphiolepis,,,,
Rhapis excelsa,棕竹,Rhapis excelsa,283915,species,145,Plantae,Plantae,Liliopsida,Arecaceae,Rhapis,7391,iNaturalist,,2026-06-16T19:03:40
Rhene flavicomans,,,,,3,Arachnida,Animalia,Arachnida,Salticidae,Rhene,,,,
Rhene flavigera,,,,,1,Arachnida,Animalia,Arachnida,Salticidae,Rhene,,,,
Rhesala imparata,,,,,2,Insecta,Animalia,Insecta,Erebidae,Rhesala,,,,
Rhinacanthus nasutus,,,,,3,Plantae,Plantae,Magnoliopsida,Acanthaceae,Rhinacanthus,,,,
Rhipicephalus sanguineus,,,,,6,Arachnida,Animalia,Arachnida,Ixodidae,Rhipicephalus,,,,
Rhodeus ocellatus,,,,,2,Actinopterygii,Animalia,Actinopterygii,Acheilognathidae,Rhodeus,,,,
Rhododendron farrerae,,,,,5,Plantae,Plantae,Magnoliopsida,Ericaceae,Rhododendron,,,,
Rhododendron indicum,,,,,36,Plantae,Plantae,Magnoliopsida,Ericaceae,Rhododendron,,,,
Rhododendron kaempferi,,,,,1,Plantae,Plantae,Magnoliopsida,Ericaceae,Rhododendron,,,,
Rhododendron mucronatum,,,,,4,Plantae,Plantae,Magnoliopsida,Ericaceae,Rhododendron,,,,
Rhododendron noriakianum,,,,,4,Plantae,Plantae,Magnoliopsida,Ericaceae,Rhododendron,,,,
Rhododendron oldhamii,,,,,1,Plantae,Plantae,Magnoliopsida,Ericaceae,Rhododendron,,,,
Rhododendron simsii,映山红,Rhododendron simsii,410380,species,59,Plantae,Plantae,Magnoliopsida,Ericaceae,Rhododendron,7755,iNaturalist,,2026-06-16T19:06:35
Rhododendron yedoense,,,,,1,Plantae,Plantae,Magnoliopsida,Ericaceae,Rhododendron,,,,
Rhodoleia championii,,,,,16,Plantae,Plantae,Magnoliopsida,Hamamelidaceae,Rhodoleia,,,,
Rhodomyrtus tomentosa,桃金娘,Rhodomyrtus tomentosa,132698,species,122,Plantae,Plantae,Magnoliopsida,Myrtaceae,Rhodomyrtus,4730,iNaturalist,,2026-06-16T19:04:06
Rhodothemis rufa,,,,,9,Insecta,Animalia,Insecta,Libellulidae,Rhodothemis,,,,
Rhopalephora scaberrima,,,,,1,Plantae,Plantae,Liliopsida,Commelinaceae,Rhopalephora,,,,
Rhus chinensis,盐肤木,Rhus chinensis,472886,species,87,Plantae,Plantae,Magnoliopsida,Anacardiaceae,Rhus,6347,iNaturalist,,2026-06-16T19:05:12
Rhynchium brunneum,,,,,5,Insecta,Animalia,Insecta,Vespidae,Rhynchium,,,,
Rhynchodemus sylvaticus,,,,,2,Animalia,Animalia,,Geoplanidae,Rhynchodemus,,,,
Rhynchosia minima,,,,,1,Plantae,Plantae,Magnoliopsida,Fabaceae,Rhynchosia,,,,
Rhynchospora corymbosa,,,,,1,Plantae,Plantae,Liliopsida,Cyperaceae,Rhynchospora,,,,
Rhynchostegium confertum,,,,,5,Plantae,Plantae,Bryopsida,Brachytheciaceae,Rhynchostegium,,,,
Rhyothemis variegata,,,,,25,Insecta,Animalia,Insecta,Libellulidae,Rhyothemis,,,,
Rhysida longipes,,,,,1,Animalia,Animalia,Chilopoda,Scolopendridae,Rhysida,,,,
Rhytiphora bankii,,,,,1,Insecta,Animalia,Insecta,Cerambycidae,Rhytiphora,,,,
Ribes viburnifolium,,,,,1,Plantae,Plantae,Magnoliopsida,Grossulariaceae,Ribes,,,,
Ricania guttata,,,,,46,Insecta,Animalia,Insecta,Ricaniidae,Ricania,,,,
Ricania speculum,,,,,1,Insecta,Animalia,Insecta,Ricaniidae,Ricania,,,,
Richardia brasiliensis,,,,,2,Plantae,Plantae,Magnoliopsida,Rubiaceae,Richardia,,,,
Ricinus communis,,,,,2,Plantae,Plantae,Magnoliopsida,Euphorbiaceae,Ricinus,,,,
Riptortus linearis,,,,,5,Insecta,Animalia,Insecta,Alydidae,Riptortus,,,,
Riptortus pedestris,,,,,3,Insecta,Animalia,Insecta,Alydidae,Riptortus,,,,
Rivina humilis,,,,,4,Plantae,Plantae,Magnoliopsida,Petiveriaceae,Rivina,,,,
Rondibilis undulata,,,,,4,Insecta,Animalia,Insecta,Cerambycidae,Rondibilis,,,,
Rorippa dubia,,,,,3,Plantae,Plantae,Magnoliopsida,Brassicaceae,Rorippa,,,,
Rorippa indica,,,,,5,Plantae,Plantae,Magnoliopsida,Brassicaceae,Rorippa,,,,
Rorippa palustris,,,,,1,Plantae,Plantae,Magnoliopsida,Brassicaceae,Rorippa,,,,
Rosa dumalis,,,,,2,Plantae,Plantae,Magnoliopsida,Rosaceae,Rosa,,,,
Rosa lucieae,,,,,19,Plantae,Plantae,Magnoliopsida,Rosaceae,Rosa,,,,
Rosa multiflora,,,,,1,Plantae,Plantae,Magnoliopsida,Rosaceae,Rosa,,,,
Rosa xanthina,,,,,1,Plantae,Plantae,Magnoliopsida,Rosaceae,Rosa,,,,
Rotala rotundifolia,,,,,1,Plantae,Plantae,Magnoliopsida,Lythraceae,Rotala,,,,
Rotheca myricoides,,,,,10,Plantae,Plantae,Magnoliopsida,Lamiaceae,Rotheca,,,,
Rottboellia cochinchinensis,,,,,1,Plantae,Plantae,Liliopsida,Poaceae,Rottboellia,,,,
Rourea microphylla,,,,,23,Plantae,Plantae,Magnoliopsida,Connaraceae,Rourea,,,,
Rourea minor,,,,,2,Plantae,Plantae,Magnoliopsida,Connaraceae,Rourea,,,,
Rousettus leschenaultii,,,,,1,Mammalia,Animalia,Mammalia,Pteropodidae,Rousettus,,,,
Roystonea borinquena,,,,,1,Plantae,Plantae,Liliopsida,Arecaceae,Roystonea,,,,
Roystonea regia,,,,,22,Plantae,Plantae,Liliopsida,Arecaceae,Roystonea,,,,
Rubia occidens,,,,,1,Plantae,Plantae,Magnoliopsida,Rubiaceae,Rubia,,,,
Rubus leucanthus,,,,,4,Plantae,Plantae,Magnoliopsida,Rosaceae,Rubus,,,,
Rubus parvifolius,,,,,1,Plantae,Plantae,Magnoliopsida,Rosaceae,Rubus,,,,
Rubus reflexus,,,,,31,Plantae,Plantae,Magnoliopsida,Rosaceae,Rubus,,,,
Rudbeckia fulgida,,,,,1,Plantae,Plantae,Magnoliopsida,Asteraceae,Rudbeckia,,,,
